MisconceptionName,LLM_Response
Does not believe you can scale up a proportional statement,"Question Text: A recipe for 4 people requires 200g of flour. How much flour is needed for 12 people?
Correct Answer Text: 600g
Wrong Answer Text: You can't work it out because the recipe is only for 4 people."
Does not believe you can scale up a proportional statement,"Question Text: A recipe for 4 people requires 200g of flour. How much flour is needed for 12 people?
Correct Answer Text: 600g
Wrong Answer Text: You can't work it out because the recipe is only for 4 people."
Believes they can round when converting units,"Question Text: A bookshelf is 2.7 meters long. If you want to express its length in centimeters, how many centimeters is it?
Correct Answer Text: 270 cm
Wrong Answer Text: 300 cm"
Believes they can round when converting units,"Question Text: A bookshelf is 2.7 meters long. If you want to express its length in centimeters, how many centimeters is it?
Correct Answer Text: 270 cm
Wrong Answer Text: 300 cm"
"When dividing fractions, does the reciprocal of the first fraction instead of the second","Question Text: \[
\frac{1}{2} \div \frac{3}{4} = ?
\]
Correct Answer Text: \[
\frac{1}{2} \times \frac{4}{3} = \frac{4}{6} = \frac{2}{3}
\]
Wrong Answer Text: \[
\frac{2}{1} \times \frac{3}{4} = \frac{6}{4} = \frac{3}{2}
\]"
"When dividing fractions, does the reciprocal of the first fraction instead of the second","Question Text: \[
\frac{1}{2} \div \frac{3}{4} = ?
\]
Correct Answer Text: \[
\frac{1}{2} \times \frac{4}{3} = \frac{4}{6} = \frac{2}{3}
\]
Wrong Answer Text: \[
\frac{2}{1} \times \frac{3}{4} = \frac{6}{4} = \frac{3}{2}
\]"
Believes they can ignore the coefficient when expanding double brackets ,"Question Text: Expand and simplify \( 2(x+3)(x+4) \).
Correct Answer Text: \( 2x^2 + 14x + 24 \)
Wrong Answer Text: \( 2(x^2 + 12x + 12) = 2x^2 + 24x + 24 \)"
Believes they can ignore the coefficient when expanding double brackets ,"Question Text: Expand and simplify \( 2(x+3)(x+4) \).
Correct Answer Text: \( 2x^2 + 14x + 24 \)
Wrong Answer Text: \( 2(x^2 + 12x + 12) = 2x^2 + 24x + 24 \)"
Believes midpoints are plotted on histograms,"Question Text: What is plotted on the x-axis of a histogram to show the distribution of data?
Correct Answer Text: Class boundaries or bin edges
Wrong Answer Text: Midpoints of the data ranges"
Believes midpoints are plotted on histograms,"Question Text: What is plotted on the x-axis of a histogram to show the distribution of data?
Correct Answer Text: Class boundaries or bin edges
Wrong Answer Text: Midpoints of the data ranges"
Starts at the wrong end of the dividend when dividing,"Question Text: \( 432 \div 6 = ? \) A student starts dividing from the units place. What is the correct calculation?
Correct Answer Text: \( 72 \) (starting division from the hundreds place)
Wrong Answer Text: \( 72 \) ( calculation: \( 6 \) goes into \( 2 \) zero times, \( 6 \) goes into \( 32 \) five times with remainder \( 2 \), \( 6 \) goes into \( 42 \) seven times)"
Starts at the wrong end of the dividend when dividing,"Question Text: \( 432 \div 6 = ? \) A student starts dividing from the units place. What is the correct calculation?
Correct Answer Text: \( 72 \) (starting division from the hundreds place)
Wrong Answer Text: \( 72 \) ( calculation: \( 6 \) goes into \( 2 \) zero times, \( 6 \) goes into \( 32 \) five times with remainder \( 2 \), \( 6 \) goes into \( 42 \) seven times)"
"When dividing a fraction by an integer, divides the denominator by the integer","Question Text: Simplify \( \frac{6}{8} \div 2 \)
Correct Answer Text: \( \frac{6}{8} \times \frac{1}{2} = \frac{6}{16} = \frac{3}{8} \)
Wrong Answer Text: \( \frac{6}{4} \)"
"When dividing a fraction by an integer, divides the denominator by the integer","Question Text: Simplify \( \frac{6}{8} \div 2 \)
Correct Answer Text: \( \frac{6}{8} \times \frac{1}{2} = \frac{6}{16} = \frac{3}{8} \)
Wrong Answer Text: \( \frac{6}{4} \)"
Rounds every number up when estimating,"Question Text: Estimate the sum of \( 43 \), \( 27 \), and \( 19 \) to the nearest ten.
Correct Answer Text: \( 40+30+20=90 \)
Wrong Answer Text: \( 50+30+20=100 \)"
Rounds every number up when estimating,"Question Text: Estimate the sum of \( 43 \), \( 27 \), and \( 19 \) to the nearest ten.
Correct Answer Text: \( 40+30+20=90 \)
Wrong Answer Text: \( 50+30+20=100 \)"
Believes you can go above an amount of money when finding how much of something you can buy,"Question Text: Tom has £15 to spend on pens that cost £3 each. How many pens can he buy?
Correct Answer Text: 5
Wrong Answer Text: 5 and 1/3"
Believes you can go above an amount of money when finding how much of something you can buy,"Question Text: Tom has £15 to spend on pens that cost £3 each. How many pens can he buy?
Correct Answer Text: 5
Wrong Answer Text: 5 and 1/3"
"When comparing non like surds, does not square the surds","Question Text: Compare the value of \( \sqrt{5} \) and \( \sqrt{7} \). Which of the following is true?
Correct Answer Text: \( \sqrt{5} < \sqrt{7} \) because \( 5 < 7 \) when comparing their squared values
Correct Answer Text Alternative: \( \sqrt{5} < \sqrt{7} \) because \( (\sqrt{5})^2 < (\sqrt{7})^2 \)
Wrong Answer Text: \( \sqrt{5} > \sqrt{7} \) because \( \sqrt{5} \) has a smaller number under the square root"
"When comparing non like surds, does not square the surds","Question Text: Compare the value of \( \sqrt{5} \) and \( \sqrt{7} \). Which of the following is true?
Correct Answer Text: \( \sqrt{5} < \sqrt{7} \) because \( 5 < 7 \) when comparing their squared values
Correct Answer Text Alternative: \( \sqrt{5} < \sqrt{7} \) because \( (\sqrt{5})^2 < (\sqrt{7})^2 \)
Wrong Answer Text: \( \sqrt{5} > \sqrt{7} \) because \( \sqrt{5} \) has a smaller number under the square root"
Thinks you can find missing values in a given table by treating the row as a sequence of consecutive numbers,"Question Text: 
Look at the table below:
| Age | 3 | 5 | 7 | ? | 11 |
What is the missing value in the table?

Correct Answer Text: 
There is not enough information to determine the missing value.

Wrong Answer Text: 
The missing value is 9 because the numbers increase by 2 each time."
Thinks you can find missing values in a given table by treating the row as a sequence of consecutive numbers,"Question Text: 
Look at the table below:
| Age | 3 | 5 | 7 | ? | 11 |
What is the missing value in the table?

Correct Answer Text: 
There is not enough information to determine the missing value.

Wrong Answer Text: 
The missing value is 9 because the numbers increase by 2 each time."
Thinks 1 square metre = 10 square centimetres,"Question Text: A bookshelf has an area of 5 square metres. What is the area of the bookshelf in square centimetres?

Correct Answer Text: 50,000 square centimetres

Wrong Answer Text: 50 square centimetres"
Thinks 1 square metre = 10 square centimetres,"Question Text: A bookshelf has an area of 5 square metres. What is the area of the bookshelf in square centimetres?

Correct Answer Text: 50,000 square centimetres

Wrong Answer Text: 50 square centimetres"
Mixes up the inequality signs in an error interval,"Question Text: A bakery sells a total of 250 loaves of bread per day, with a possible error of 5 loaves. What is the correct way to represent the range of bread sold?

Correct Answer Text: 245 ≤ x ≤ 255

Wrong Answer Text: 245 ≥ x ≥ 255"
Mixes up the inequality signs in an error interval,"Question Text: A bakery sells a total of 250 loaves of bread per day, with a possible error of 5 loaves. What is the correct way to represent the range of bread sold?

Correct Answer Text: 245 ≤ x ≤ 255

Wrong Answer Text: 245 ≥ x ≥ 255"
Does not understand you can round to numbers other than powers of 10,"Question Text: A bookshelf is 247cm long. To the nearest 50, how long is the bookshelf?

Correct Answer Text: 250cm

Wrong Answer Text: You can only round to the nearest 10 or 100, so it is not possible to round to the nearest 50."
Does not understand you can round to numbers other than powers of 10,"Question Text: A bookshelf is 247cm long. To the nearest 50, how long is the bookshelf?

Correct Answer Text: 250cm

Wrong Answer Text: You can only round to the nearest 10 or 100, so it is not possible to round to the nearest 50."
Believes linear sequences cannot include fractions,"Question Text: Is the sequence 2, 2.5, 3, 3.5, 4 a linear sequence?

Correct Answer Text: Yes

Wrong Answer Text: No, because it contains fractions."
Believes linear sequences cannot include fractions,"Question Text: Is the sequence 2, 2.5, 3, 3.5, 4 a linear sequence?

Correct Answer Text: Yes

Wrong Answer Text: No, because it contains fractions."
Rounds to the nearest integer rather than one significant figure,"Question Text: A book measures 12.7 cm in length. What is its length to one significant figure?

Correct Answer Text: 10 cm

Wrong Answer Text: 13 cm"
Rounds to the nearest integer rather than one significant figure,"Question Text: A book measures 12.7 cm in length. What is its length to one significant figure?

Correct Answer Text: 10 cm

Wrong Answer Text: 13 cm"
"When subtracting a fraction from a mixed number, assumes they subtract the numerator from the integer and the numerator of the mixed number","Question Text: Subtract \( 1 \frac{3}{4}-\frac{2}{4} \). What is the result?
Correct Answer Text: \( 1 \frac{1}{4} \)
Wrong Answer Text: \( 1-2 \frac{3}{4} = -1 \frac{3}{4} \)"
"When subtracting a fraction from a mixed number, assumes they subtract the numerator from the integer and the numerator of the mixed number","Question Text: Subtract \( 1 \frac{3}{4}-\frac{2}{4} \). What is the result?
Correct Answer Text: \( 1 \frac{1}{4} \)
Wrong Answer Text: \( 1-2 \frac{3}{4} = -1 \frac{3}{4} \)"
Does not recognise millimetres as a unit of length,"Question Text: 
Which of the following units can be used to measure the length of a pencil?

Correct Answer Text: 
millimetres, centimetres, metres, and kilometres

Wrong Answer Text: 
centimetres, metres, and kilometres"
Does not recognise millimetres as a unit of length,"Question Text: 
Which of the following units can be used to measure the length of a pencil?

Correct Answer Text: 
millimetres, centimetres, metres, and kilometres

Wrong Answer Text: 
centimetres, metres, and kilometres"
Believes both the x and y co-ordinates of the x-intercept of a quadratic are derived from the constants in the factorised form.,"Question Text: What is the x-intercept of the quadratic \( y=(x+3)(x-4) \) ?
Correct Answer Text: \( (-3,0) \) and \( (4,0) \)
Wrong Answer Text: \( (3,4) \) and \( (-4,-3) \)"
Believes both the x and y co-ordinates of the x-intercept of a quadratic are derived from the constants in the factorised form.,"Question Text: What is the x-intercept of the quadratic \( y=(x+3)(x-4) \) ?
Correct Answer Text: \( (-3,0) \) and \( (4,0) \)
Wrong Answer Text: \( (3,4) \) and \( (-4,-3) \)"
Does not know that cubic means the same as cubed in units,"Question Text: A box has a volume of \( 8 \) cubic meters. What is the volume in meters cubed?
Correct Answer Text: \( 8 \) meters cubed
Wrong Answer Text: \( 8 \) meters squared"
Does not know that cubic means the same as cubed in units,"Question Text: A box has a volume of \( 8 \) cubic meters. What is the volume in meters cubed?
Correct Answer Text: \( 8 \) meters cubed
Wrong Answer Text: \( 8 \) meters squared"
Confuses the order of the digits in stick multiplication,"Question Text: \[
43 \times 27
\]
A student uses the stick method to multiply these numbers. What is the correct calculation for the 'tens' part of the multiplication?


Correct Answer Text: \( 40 \times 20 + 40 \times 7 + 3 \times 20 + 3 \times 7 \)


Wrong Answer Text: \( 40 \times 7 + 40 \times 20 + 3 \times 7 + 3 \times 20 \)"
Confuses the order of the digits in stick multiplication,"Question Text: \[
43 \times 27
\]
A student uses the stick method to multiply these numbers. What is the correct calculation for the 'tens' part of the multiplication?


Correct Answer Text: \( 40 \times 20 + 40 \times 7 + 3 \times 20 + 3 \times 7 \)


Wrong Answer Text: \( 40 \times 7 + 40 \times 20 + 3 \times 7 + 3 \times 20 \)"
"When solving a problem using written division (bus-stop method), puts the dividend in the wrong place","Question Text: Use the bus-stop method to solve the division problem: 432 ÷ 6 = ?

Correct Answer Text: 
```
  ____________________
6 | 4 3 2
  - 3 6
  ____________________
       9 2
     - 9 0
  ____________________
         2
```
Wrong Answer Text: 
```
  ____________________
  | 6 4 3 2
  - 3 6
  ____________________
       9 2
     - 9 0
  ____________________
         2
```"
"When solving a problem using written division (bus-stop method), puts the dividend in the wrong place","Question Text: Use the bus-stop method to solve the division problem: 432 ÷ 6 = ?

Correct Answer Text: 
```
  ____________________
6 | 4 3 2
  - 3 6
  ____________________
       9 2
     - 9 0
  ____________________
         2
```
Wrong Answer Text: 
```
  ____________________
  | 6 4 3 2
  - 3 6
  ____________________
       9 2
     - 9 0
  ____________________
         2
```"
Thinks any 2 values multiplied together can be denoted with a squared symbol,"Question Text: Which of the following expressions can be written as \( 6^{2} \) ?
A) \( 2 \times 3 \)
B) \( 6 \times 6 \)
C) \( 3 \times 6 \)

Correct Answer Text: B) \( 6 \times 6 \)

Wrong Answer Text: A) \( 2 \times 3 \)"
Thinks any 2 values multiplied together can be denoted with a squared symbol,"Question Text: Which of the following expressions can be written as \( 6^{2} \) ?
A) \( 2 \times 3 \)
B) \( 6 \times 6 \)
C) \( 3 \times 6 \)

Correct Answer Text: B) \( 6 \times 6 \)

Wrong Answer Text: A) \( 2 \times 3 \)"
Uses the numerator of an improper fraction as the denominator of the equivalent mixed number,"Question Text: What is the mixed number equivalent of the improper fraction \( \frac{7}{4} \) ?
Correct Answer Text: \( 1 \frac{3}{4} \)
Wrong Answer Text: \( 7 \frac{1}{7} \)"
Uses the numerator of an improper fraction as the denominator of the equivalent mixed number,"Question Text: What is the mixed number equivalent of the improper fraction \( \frac{7}{4} \) ?
Correct Answer Text: \( 1 \frac{3}{4} \)
Wrong Answer Text: \( 7 \frac{1}{7} \)"
Believes the mean from grouped data is the sum of the midpoints divided by something,"Question Text: A survey of exam scores was taken, and the results were grouped as follows:
\( 0-9: 5 \) students
\( 10-19: 8 \) students
\( 20-29: 12 \) students
\( 30-39: 10 \) students
\( 40-49: 5 \) students
To calculate the mean score, what should you divide the sum of the midpoints by?

Correct Answer Text: The total number of students
Wrong Answer Text: The number of groups"
Believes the mean from grouped data is the sum of the midpoints divided by something,"Question Text: A survey of exam scores was taken, and the results were grouped as follows:
\( 0-9: 5 \) students
\( 10-19: 8 \) students
\( 20-29: 12 \) students
\( 30-39: 10 \) students
\( 40-49: 5 \) students
To calculate the mean score, what should you divide the sum of the midpoints by?

Correct Answer Text: The total number of students
Wrong Answer Text: The number of groups"
Uses base instead of height as h in area of a trapezium formula,"Question Text: Find the area of the trapezium with bases of length \( 8 \mathrm{~cm} \) and \( 12 \mathrm{~cm} \), and a height of \( 6 \mathrm{~cm} \). Which formula is correct?
Correct Answer Text: \( \frac{1}{2} \times(8+12) \times 6 \)
Wrong Answer Text: \( \frac{1}{2} \times(6+12) \times 8 \)"
Uses base instead of height as h in area of a trapezium formula,"Question Text: Find the area of the trapezium with bases of length \( 8 \mathrm{~cm} \) and \( 12 \mathrm{~cm} \), and a height of \( 6 \mathrm{~cm} \). Which formula is correct?
Correct Answer Text: \( \frac{1}{2} \times(8+12) \times 6 \)
Wrong Answer Text: \( \frac{1}{2} \times(6+12) \times 8 \)"
Confuses isosceles and equilateral triangles,"Question Text: What type of triangle has two sides of equal length?
Correct Answer Text: Isosceles
Wrong Answer Text: Equilateral"
Confuses isosceles and equilateral triangles,"Question Text: What type of triangle has two sides of equal length?
Correct Answer Text: Isosceles
Wrong Answer Text: Equilateral"
Identifies the biggest value for the range,"Question Text: What is the range of the following set of numbers: 
\( 12,7,2,15,8 \) ?

Correct Answer Text: \( 15-2=13 \)

Wrong Answer Text: \( 15 \)"
Identifies the biggest value for the range,"Question Text: What is the range of the following set of numbers: 
\( 12,7,2,15,8 \) ?

Correct Answer Text: \( 15-2=13 \)

Wrong Answer Text: \( 15 \)"
Does not count both edges when turning a corner when counting perimeter,"Question Text: What is the perimeter of this rectangle?
 Length: 6cm 
 Width: 4cm

Correct Answer Text: 20cm

Wrong Answer Text: 16cm"
Does not count both edges when turning a corner when counting perimeter,"Question Text: What is the perimeter of this rectangle?
 Length: 6cm 
 Width: 4cm

Correct Answer Text: 20cm

Wrong Answer Text: 16cm"
Forgets to multiply up for the correct time frame in a worded question,"Question Text: 
Tom has been saving £5 per week for 8 weeks. How much will he have saved in 6 months if he continues to save at the same rate?

Correct Answer Text: 
Since there are approximately 4 weeks in a month and 6 months is 24 weeks, and he saves £5 per week, then he will have saved 24 x £5 = £120.

Wrong Answer Text: 
He will have saved 8 x £5 = £40."
Forgets to multiply up for the correct time frame in a worded question,"Question Text: 
Tom has been saving £5 per week for 8 weeks. How much will he have saved in 6 months if he continues to save at the same rate?

Correct Answer Text: 
Since there are approximately 4 weeks in a month and 6 months is 24 weeks, and he saves £5 per week, then he will have saved 24 x £5 = £120.

Wrong Answer Text: 
He will have saved 8 x £5 = £40."
Does not know the properties of a rectangle,"Question Text: A rectangle has a length of 8 cm and a width of 5 cm. What is the perimeter of the rectangle if the length is doubled?

Correct Answer Text: 2 x (2 x 8) + 2 x 5 = 2 x 16 + 10 = 42 cm

Wrong Answer Text: 2 x 8 + 2 x 5 = 26 cm"
Does not know the properties of a rectangle,"Question Text: A rectangle has a length of 8 cm and a width of 5 cm. What is the perimeter of the rectangle if the length is doubled?

Correct Answer Text: 2 x (2 x 8) + 2 x 5 = 2 x 16 + 10 = 42 cm

Wrong Answer Text: 2 x 8 + 2 x 5 = 26 cm"
When solving an equation thinks they divide when in fact they need to multiply,"Question Text: Solve for x: 3x = 24
Correct Answer Text: x = 24 ÷ 3 = 8, but another way to solve for x is x = 24 × 1/3 = 8 or x = 8
Alternatively, Correct Answer Text: x = 8 
Wrong Answer Text: x = 24 + 3 = 27, No, x = 24 ÷ 3, but actually first we need to get x on its own, so we do the opposite of multiply by 3 which is x = 24 ÷ 3 = 8"
When solving an equation thinks they divide when in fact they need to multiply,"Question Text: Solve for x: 3x = 24
Correct Answer Text: x = 24 ÷ 3 = 8, but another way to solve for x is x = 24 × 1/3 = 8 or x = 8
Alternatively, Correct Answer Text: x = 8 
Wrong Answer Text: x = 24 + 3 = 27, No, x = 24 ÷ 3, but actually first we need to get x on its own, so we do the opposite of multiply by 3 which is x = 24 ÷ 3 = 8"
"Believes only the decimal places with dots above them recur, not the whole string","Question Text: The fraction \( \frac{11}{9} \) can be written as a recurring decimal. What is the recurring part of this decimal?
Correct Answer Text: \( 2 \overline{2} \) or \( 2.\overline{2} \) or \( 2.222... \)
Wrong Answer Text: \( 2.\overline{2}2 \)"
"Believes only the decimal places with dots above them recur, not the whole string","Question Text: The fraction \( \frac{11}{9} \) can be written as a recurring decimal. What is the recurring part of this decimal?
Correct Answer Text: \( 2 \overline{2} \) or \( 2.\overline{2} \) or \( 2.222... \)
Wrong Answer Text: \( 2.\overline{2}2 \)"
Does not include units in answer.,"Question Text: A bookshelf is 2 meters long. If it is divided into 4 equal sections, how long is each section?
Correct Answer Text: 0.5 meters
Wrong Answer Text: 0.5"
Does not include units in answer.,"Question Text: A bookshelf is 2 meters long. If it is divided into 4 equal sections, how long is each section?
Correct Answer Text: 0.5 meters
Wrong Answer Text: 0.5"
Identifies the wrong part of a fraction model as the whole,"Question Text: 
A pizza has been cut into 8 slices. 2 of the slices have been eaten. What part of the pizza represents the whole in this situation?

Correct Answer Text: The entire pizza, all 8 slices, represents the whole.

Wrong Answer Text: The 6 remaining slices represent the whole."
Identifies the wrong part of a fraction model as the whole,"Question Text: 
A pizza has been cut into 8 slices. 2 of the slices have been eaten. What part of the pizza represents the whole in this situation?

Correct Answer Text: The entire pizza, all 8 slices, represents the whole.

Wrong Answer Text: The 6 remaining slices represent the whole."
"When rationalising the denominator, believes only the numerator or the denominator needs to be multiplied by the surd","Question Text: Rationalise the denominator of \( \frac{3}{\sqrt{5}} \). What is the correct rationalised form?

Correct Answer Text: \( \frac{3\sqrt{5}}{5} \)

Wrong Answer Text: \( \frac{3}{5\sqrt{5}} \)"
"When rationalising the denominator, believes only the numerator or the denominator needs to be multiplied by the surd","Question Text: Rationalise the denominator of \( \frac{3}{\sqrt{5}} \). What is the correct rationalised form?

Correct Answer Text: \( \frac{3\sqrt{5}}{5} \)

Wrong Answer Text: \( \frac{3}{5\sqrt{5}} \)"
"Believes when identifying the mode you look at all values, not just frequencies, for the highest number","Question Text: What is the mode of the following set of exam scores?
\( 75,80,90,75,60,90,95 \)

Correct Answer Text: \( 75 \) and \( 90 \)

Wrong Answer Text: \( 95 \)"
"Believes when identifying the mode you look at all values, not just frequencies, for the highest number","Question Text: What is the mode of the following set of exam scores?
\( 75,80,90,75,60,90,95 \)

Correct Answer Text: \( 75 \) and \( 90 \)

Wrong Answer Text: \( 95 \)"
Does not realise that gradient represents rate of change,"Question Text: A car travels from Town A to Town B. The graph below shows the distance travelled by the car over time.

Distance (km) | 0  | 20 | 40 | 60 
Time (hours)  | 0  | 2  | 4  | 6  

What does the gradient of the line represent?

Correct Answer Text: The rate of change of distance, or the speed of the car
Wrong Answer Text: The total distance travelled by the car"
Does not realise that gradient represents rate of change,"Question Text: A car travels from Town A to Town B. The graph below shows the distance travelled by the car over time.

Distance (km) | 0  | 20 | 40 | 60 
Time (hours)  | 0  | 2  | 4  | 6  

What does the gradient of the line represent?

Correct Answer Text: The rate of change of distance, or the speed of the car
Wrong Answer Text: The total distance travelled by the car"
Reads the wrong scale on the protractor when measuring obtuse angles,"Question Text: Measure the angle in the diagram below using a protractor.

(Correct diagram of an obtuse angle, e.g. 120 degrees)

Correct Answer Text: 120 degrees

Wrong Answer Text: 60 degrees"
Reads the wrong scale on the protractor when measuring obtuse angles,"Question Text: Measure the angle in the diagram below using a protractor.

(Correct diagram of an obtuse angle, e.g. 120 degrees)

Correct Answer Text: 120 degrees

Wrong Answer Text: 60 degrees"
Does not understand that adding on to a multiple can give you the next multiple,"Question Text: A bookshelf has 5 shelves, and each shelf can hold 6 books. If the bookshelf is currently empty, how many books can be placed on it in total if 3 more books are added after it is filled to its original capacity?

Correct Answer Text: 33

Wrong Answer Text: 30"
Does not understand that adding on to a multiple can give you the next multiple,"Question Text: A bookshelf has 5 shelves, and each shelf can hold 6 books. If the bookshelf is currently empty, how many books can be placed on it in total if 3 more books are added after it is filled to its original capacity?

Correct Answer Text: 33

Wrong Answer Text: 30"
"When solving an equation, subtracts instead of dividing","Question Text: Solve for x: 3x = 12
Correct Answer Text: x = 4
Wrong Answer Text: x = 9"
"When solving an equation, subtracts instead of dividing","Question Text: Solve for x: 3x = 12
Correct Answer Text: x = 4
Wrong Answer Text: x = 9"
Believes that the sign changes when factorising an expression into single brackets,"Question Text: Factorise the expression: \( 3x - 12 \)
Correct Answer Text: \( 3(x - 4) \)
Wrong Answer Text: \( 3(x + 4) \)"
Believes that the sign changes when factorising an expression into single brackets,"Question Text: Factorise the expression: \( 3x - 12 \)
Correct Answer Text: \( 3(x - 4) \)
Wrong Answer Text: \( 3(x + 4) \)"
Believes all triangles have a right angle,"Question Text: Is the triangle with angles \( 60^{\circ}, 60^{\circ}, 60^{\circ} \) a valid triangle?
Correct Answer Text: Yes
Wrong Answer Text: No, because it doesn't have a right angle"
Believes all triangles have a right angle,"Question Text: Is the triangle with angles \( 60^{\circ}, 60^{\circ}, 60^{\circ} \) a valid triangle?
Correct Answer Text: Yes
Wrong Answer Text: No, because it doesn't have a right angle"
Multiplies up without finding unit amount,"Question Text: A bookshelf has 5 shelves, and each shelf can hold 8 boxes of books. If the bookshelf is currently empty, how many boxes of books can be placed on it in total if 3 bookshelves are used?

Correct Answer Text: 3 x 5 x 8 = 120

Wrong Answer Text: 3 x 8 = 24"
Multiplies up without finding unit amount,"Question Text: A bookshelf has 5 shelves, and each shelf can hold 8 boxes of books. If the bookshelf is currently empty, how many boxes of books can be placed on it in total if 3 bookshelves are used?

Correct Answer Text: 3 x 5 x 8 = 120

Wrong Answer Text: 3 x 8 = 24"
Forgets to halve when finding the missing base angles of an isosceles,"Question Text: In an isosceles triangle, the base angles are equal and the vertex angle is \( 80^{\circ} \). What is the measure of one of the base angles?
Correct Answer Text: \( 50^{\circ} \)
Wrong Answer Text: \( 100^{\circ} \)"
Forgets to halve when finding the missing base angles of an isosceles,"Question Text: In an isosceles triangle, the base angles are equal and the vertex angle is \( 80^{\circ} \). What is the measure of one of the base angles?
Correct Answer Text: \( 50^{\circ} \)
Wrong Answer Text: \( 100^{\circ} \)"
Gives the change in value when asked for the percentage change,"Question Text: A shirt was originally priced at \( £20 \) but is now on sale for \( £16 \). What is the percentage decrease in price?
Correct Answer Text: \( 20\% \)
Wrong Answer Text: \( £4 \)"
Gives the change in value when asked for the percentage change,"Question Text: A shirt was originally priced at \( £20 \) but is now on sale for \( £16 \). What is the percentage decrease in price?
Correct Answer Text: \( 20\% \)
Wrong Answer Text: \( £4 \)"
"When solving an equation where there is a negative sign in front of the variable at the final stage, believes they can ignore it and treat it as if it's positive","Question Text: Solve for x: -2x = 8

Correct Answer Text: x = -4

Wrong Answer Text: x = 4"
"When solving an equation where there is a negative sign in front of the variable at the final stage, believes they can ignore it and treat it as if it's positive","Question Text: Solve for x: -2x = 8

Correct Answer Text: x = -4

Wrong Answer Text: x = 4"
Confuses frequency and frequency density,"Question Text: A survey of 20 students found that 4 students had 1 pet, 6 students had 2 pets, and 10 students had 3 pets. What is the frequency density of students with 2 pets if the class width is 1?

Correct Answer Text: 6

Wrong Answer Text: 6 / (1 x 20)"
Confuses frequency and frequency density,"Question Text: A survey of 20 students found that 4 students had 1 pet, 6 students had 2 pets, and 10 students had 3 pets. What is the frequency density of students with 2 pets if the class width is 1?

Correct Answer Text: 6

Wrong Answer Text: 6 / (1 x 20)"
Does not recognise that a linear sequence must increase or decrease by same amount,"Question Text: Look at the sequence: 
2, 5, 8, 11, 14, ?
Is this a linear sequence?

Correct Answer Text: Yes, because it increases by 3 each time

Wrong Answer Text: No, because the numbers are getting bigger"
Does not recognise that a linear sequence must increase or decrease by same amount,"Question Text: Look at the sequence: 
2, 5, 8, 11, 14, ?
Is this a linear sequence?

Correct Answer Text: Yes, because it increases by 3 each time

Wrong Answer Text: No, because the numbers are getting bigger"
Thinks that co-interior angles can lie on opposite sides of a transversal ,"Question Text: In the diagram, which pair of angles are co-interior angles?

 Correct Answer Text: \( \angle A \) and \( \angle C \) 

 Wrong Answer Text: \( \angle A \) and \( \angle D \)"
Thinks that co-interior angles can lie on opposite sides of a transversal ,"Question Text: In the diagram, which pair of angles are co-interior angles?

 Correct Answer Text: \( \angle A \) and \( \angle C \) 

 Wrong Answer Text: \( \angle A \) and \( \angle D \)"
Finds the IQR rather than the range,"Question Text: What is the range of the following dataset: 
\( 12,8,16,10,14 \)?

Correct Answer Text: \( 16-8=8 \)

Wrong Answer Text: First, find the median which is 12, then find the lower quartile which is 10 and the upper quartile which is 14, so the range is \( 14-10=4 \)"
Finds the IQR rather than the range,"Question Text: What is the range of the following dataset: 
\( 12,8,16,10,14 \)?

Correct Answer Text: \( 16-8=8 \)

Wrong Answer Text: First, find the median which is 12, then find the lower quartile which is 10 and the upper quartile which is 14, so the range is \( 14-10=4 \)"
Finds the arc length instead of the area of the sector ,"Question Text: A sector of a circle has a central angle of 60 degrees and a radius of 8 cm. What is the area of the sector?

Correct Answer Text: \( \frac{60}{360} \times \pi \times 8^2 \)

Wrong Answer Text: \( \frac{60}{360} \times 2 \times \pi \times 8 \)"
Finds the arc length instead of the area of the sector ,"Question Text: A sector of a circle has a central angle of 60 degrees and a radius of 8 cm. What is the area of the sector?

Correct Answer Text: \( \frac{60}{360} \times \pi \times 8^2 \)

Wrong Answer Text: \( \frac{60}{360} \times 2 \times \pi \times 8 \)"
Does not understand that an acute angle is between 0 and 90 degrees,"Question Text: What type of angle is 45 degrees?
Correct Answer Text: An acute angle
Wrong Answer Text: A right angle"
Does not understand that an acute angle is between 0 and 90 degrees,"Question Text: What type of angle is 45 degrees?
Correct Answer Text: An acute angle
Wrong Answer Text: A right angle"
Believes that to find an angle for a pie chart sector you divide the total frequency by 360 and multiply by its frequency,"Question Text: A survey of favorite colors was conducted among 100 students. The results are as follows:
- Blue: 25 students
- Red: 30 students
- Green: 20 students
- Yellow: 25 students
What angle should the sector for blue be in a pie chart representing the survey results?

Correct Answer Text: \( \frac{25}{100} \times 360 = 90 \) degrees

Wrong Answer Text: \( \frac{100}{360} \times 25 = 6.94 \) degrees"
Believes that to find an angle for a pie chart sector you divide the total frequency by 360 and multiply by its frequency,"Question Text: A survey of favorite colors was conducted among 100 students. The results are as follows:
- Blue: 25 students
- Red: 30 students
- Green: 20 students
- Yellow: 25 students
What angle should the sector for blue be in a pie chart representing the survey results?

Correct Answer Text: \( \frac{25}{100} \times 360 = 90 \) degrees

Wrong Answer Text: \( \frac{100}{360} \times 25 = 6.94 \) degrees"
