,QuestionId_Answer,ConstructName,SubjectName,QuestionText,CorrectAnswer,IncorrectAnswer,MisconceptionName,Cluster
2072,886_B,Round numbers between 0 and 1 to one significant figure,Upper and Lower Bounds,Round \( 0.0572 \) to \( 1 \) significant figure,\( 0.06 \),\( 0.1 \),Rounds to wrong degree of accuracy (decimal places rather than significant figures),102
2073,886_C,Round numbers between 0 and 1 to one significant figure,Upper and Lower Bounds,Round \( 0.0572 \) to \( 1 \) significant figure,\( 0.06 \),\( 0 \),Rounds to the wrong degree of accuracy (rounds too little),102
2074,887_A,Change an integer base number to another integer base number with a positive integer power,"Squares, Cubes, etc","Tom and Katie are arguing about powers.
Tom says \( 2^{6}=4^{3} \)
Katie says \( 2^{6}=8^{2} \)
Who is correct?",Both Tom and Katie,Only Tom,Multiplies by the index,18
2075,887_D,Change an integer base number to another integer base number with a positive integer power,"Squares, Cubes, etc","Tom and Katie are arguing about powers.
Tom says \( 2^{6}=4^{3} \)
Katie says \( 2^{6}=8^{2} \)
Who is correct?",Both Tom and Katie,Neither is correct,Thinks powers with different bases cannot be equal,18
2076,888_C,Expand two brackets with linear terms in the form (x + a)(x + b),Expanding Double Brackets,"Multiply out the brackets:
\[
(m-5)(m-7)
\]",\( m^{2}-12 m+35 \),\( m^{2}+12 m+35 \),Believes adding two negatives gives a positive answer,99
2077,888_D,Expand two brackets with linear terms in the form (x + a)(x + b),Expanding Double Brackets,"Multiply out the brackets:
\[
(m-5)(m-7)
\]",\( m^{2}-12 m+35 \),\( m^{2}-12 m-35 \),Believes multiplying two negatives gives a negative answer,99
2078,889_B,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,Solving Linear Inequalities,"Tom and Katie are arguing about the solution to this inequality:
\[
20 \geq 8 m
\]

Tom says \( m \) could be \( 2.5 \)

Katie says \( m \) could be \( 3 \)

Who is correct?",Only Tom,Only Katie,Mixes up greater than and less than symbols,12
2079,889_D,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,Solving Linear Inequalities,"Tom and Katie are arguing about the solution to this inequality:
\[
20 \geq 8 m
\]

Tom says \( m \) could be \( 2.5 \)

Katie says \( m \) could be \( 3 \)

Who is correct?",Only Tom,Neither is correct,"When using inequality notation, thinks ""greater than/less than or equal to"" symbols are instead the ""greater than/less than"" symbols and vice versa",12
2080,890_C,Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression,Expanding Single Brackets,Multiply out the brackets: \( m(m-2) \),\( m^{2}-2 m \),\( 2 m-2 m \),Does not realise multiplying a variable by itself results in a power of that variable,18
2081,890_D,Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression,Expanding Single Brackets,Multiply out the brackets: \( m(m-2) \),\( m^{2}-2 m \),\( m^{2}-2 \),Only multiplies the first term in the expansion of a bracket,64
2082,891_A,Calculate the area of a scalene triangle where the dimensions are given in the same units,Area of Simple Shapes,Which of the following triangles have the same area as this rectangle? ![A rectangle with height of 4 and width of 8](),"![A triangle with a base of 8, perpendicular height of 8 and slant height of 10.]()",![An isosceles triangle with base of 4 and perpendicular height of 8](),Does not divide by 2 when calculating the area of a triangle,30
2083,891_B,Calculate the area of a scalene triangle where the dimensions are given in the same units,Area of Simple Shapes,Which of the following triangles have the same area as this rectangle? ![A rectangle with height of 4 and width of 8](),"![A triangle with a base of 8, perpendicular height of 8 and slant height of 10.]()","![A right angled triangle with base of 4, perpendicular height of 8 and hypotenuse of root 80]()",Does not divide by 2 when calculating the area of a triangle,30
2084,891_D,Calculate the area of a scalene triangle where the dimensions are given in the same units,Area of Simple Shapes,Which of the following triangles have the same area as this rectangle? ![A rectangle with height of 4 and width of 8](),"![A triangle with a base of 8, perpendicular height of 8 and slant height of 10.]()",They are all equal to the rectangle,Does not divide by 2 when calculating the area of a triangle,30
2085,892_B,Complete mental subtraction problems up to 1000,Mental Addition and Subtraction,\( 204-36= \),\( 168 \),\( 178 \),Does not compensate when subtracting,35
2086,892_C,Complete mental subtraction problems up to 1000,Mental Addition and Subtraction,\( 204-36= \),\( 168 \),\( 240 \),Adds instead of subtracts,35
2087,893_A,Complete multi-step conversions of mass that use division,Weight Units,How should you write \( 5 \) kilograms and \( 7 \) grams in tonnes?,\( 0.005007 t \),\( 5007 t \),Thinks grams and tonnes are the same,3
2088,893_B,Complete multi-step conversions of mass that use division,Weight Units,How should you write \( 5 \) kilograms and \( 7 \) grams in tonnes?,\( 0.005007 t \),\( 0.05007 t \),Thinks there are 100kg in a tonne,3
2089,894_C,"Given the area of an isosceles triangle, calculate a missing dimension",Area of Simple Shapes,"This triangle has an area of \( 36 \mathrm{~cm}^{2} \).

What is the value of \( p \) ? ![A triangle with base labelled p and the perpendicular height labelled 12cm.]()",\( 6 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),Confuses formulae for area of triangle and area of rectangle,30
2090,894_D,"Given the area of an isosceles triangle, calculate a missing dimension",Area of Simple Shapes,"This triangle has an area of \( 36 \mathrm{~cm}^{2} \).

What is the value of \( p \) ? ![A triangle with base labelled p and the perpendicular height labelled 12cm.]()",\( 6 \mathrm{~cm} \),\( 12 \mathrm{~cm} \),Confuses perimeter and area,108
2091,895_A,Use the order of operations to carry out calculations involving brackets,BIDMAS,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?","Only
Paul","Only
Jo",Answers order of operations questions with brackets as if the brackets are not there,64
2092,895_C,Use the order of operations to carry out calculations involving brackets,BIDMAS,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?","Only
Paul",Both Jo and Paul,Answers order of operations questions with brackets as if the brackets are not there,64
2093,895_D,Use the order of operations to carry out calculations involving brackets,BIDMAS,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?","Only
Paul",Neither is correct,"Applies BIDMAS in strict order (does not realize addition and subtraction, and multiplication and division, are of equal priority)",109
2094,896_B,"Given an equation, form  or identify related equations",Writing Expressions,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Only Tom,"Only
Katie",Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount,52
2095,896_C,"Given an equation, form  or identify related equations",Writing Expressions,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Only Tom,Both Tom and Katie,Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount,52
2096,896_D,"Given an equation, form  or identify related equations",Writing Expressions,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Only Tom,Neither is correct,Does not understand how to create a multiple of an equation,52
2097,897_A,"Given a negative x value, find the corresponding y value for curves in the form y = x² + c",Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\(
y=x^{2}
\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -9 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 81 \),\( -18 \),Mixes up squaring and multiplying by 2 or doubling,113
2098,897_D,"Given a negative x value, find the corresponding y value for curves in the form y = x² + c",Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\(
y=x^{2}
\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -9 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 81 \),\( -81 \),Believes the square of a negative will also be negative,99
2099,898_A,Perform calculations with temperature when given in the same units,Adding and Subtracting Negative Numbers,Which statement about the temperatures \( -5^{\circ} \mathrm{C} \) and \( 2^{\circ} \mathrm{C} \) is true?,\( 2^{\circ} \mathrm{C} \) is \( 7^{\circ} \mathrm{C} \) hotter than \( -5^{\circ} \mathrm{C} \),"\( 2^{\circ} \mathrm{C} \) is \( 3^{\circ} \mathrm{C} \)
hotter than
\[
-5^{\circ} \mathrm{C}
\]",Ignores the negative sign,99
2100,898_D,Perform calculations with temperature when given in the same units,Adding and Subtracting Negative Numbers,Which statement about the temperatures \( -5^{\circ} \mathrm{C} \) and \( 2^{\circ} \mathrm{C} \) is true?,\( 2^{\circ} \mathrm{C} \) is \( 7^{\circ} \mathrm{C} \) hotter than \( -5^{\circ} \mathrm{C} \),"\( 2^{\circ} \mathrm{C} \) is \( 7^{\circ} \mathrm{C} \) colder than
\[
-5^{\circ} \mathrm{C}
\]",Mixes up colder and hotter when comparing temperatures,57
2101,899_A,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",\( 8 \times 7 \),\( 7+6 \),Carries out operations from right to left regardless of priority order,109
2102,899_B,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",\( 8 \times 7 \),\( 10-8 \),Carries out operations from left to right regardless of priority order,109
2103,899_D,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",\( 8 \times 7 \),It doesn't matter: you get the same answer,Believes order of operations does not affect the answer to a calculation,109
2104,900_B,Convert between cm³ and l,Volume and Capacity Units,\( 500000 \mathrm{~cm}^{3} \) is the same as ______ litres,\( 500 \),\( 5 \),Thinks 1l = 10 000 cubic centimetres,31
2105,900_D,Convert between cm³ and l,Volume and Capacity Units,\( 500000 \mathrm{~cm}^{3} \) is the same as ______ litres,\( 500 \),\( 5000 \),Thinks 1l = 100 cubic centimetres,31
2106,901_A,Recognise and name a variable,Writing Expressions,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Variable,Equation,Confuses a variable with an equation,42
2107,901_B,Recognise and name a variable,Writing Expressions,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Variable,Term,Confuses a term with a variable,42
2108,901_D,Recognise and name a variable,Writing Expressions,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Variable,Expression,Confuses an expression with a variable,42
2109,902_A,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,Simplifying Expressions by Collecting Like Terms,"Simplify, if possible:
\[
z+5
\]",Does not simplify,\( 5 z \),"Does not realise that two letters together, or a number and letter together, are multiplying",52
2110,902_B,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,Simplifying Expressions by Collecting Like Terms,"Simplify, if possible:
\[
z+5
\]",Does not simplify,\( z^{5} \),Believes addition of terms and powers of terms are equivalent e.g. a + c = a^c,18
2111,903_A,Identify or mark lines of symmetry on a shape,Line Symmetry,"Which shape has a line of symmetry? ![A Trapezium above the label ""A""; A shape which is a circle with a 90 degree sector removed above the label ""B""; A crescent (moon) shape above the label ""C""; the words ""All of them"" above the label ""D"".]()",D,A,Believes lines of symmetry must be vertical or horizontal,107
2112,904_A,Use a protractor to measure angles between 270° and 360°,Measuring Angles,"What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out an angle being measured by the protractor. The inner scale goes from 0 to 360 anti-clockwise. The angle is a reflex angle that is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, anti-clockwise to the red line that is half way between 280 and 290 (inner scale) and halfway between 260 and 250 (outer scale).
]()",\( 285^{\circ} \),\( 255^{\circ} \),Reads the wrong scale on the protractor when measuring reflex angles,98
2113,904_C,Use a protractor to measure angles between 270° and 360°,Measuring Angles,"What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out an angle being measured by the protractor. The inner scale goes from 0 to 360 anti-clockwise. The angle is a reflex angle that is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, anti-clockwise to the red line that is half way between 280 and 290 (inner scale) and halfway between 260 and 250 (outer scale).
]()",\( 285^{\circ} \),\( 180^{\circ} \),Reads the wrong scale on the protractor when measuring reflex angles,98
2114,904_D,Use a protractor to measure angles between 270° and 360°,Measuring Angles,"What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out an angle being measured by the protractor. The inner scale goes from 0 to 360 anti-clockwise. The angle is a reflex angle that is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, anti-clockwise to the red line that is half way between 280 and 290 (inner scale) and halfway between 260 and 250 (outer scale).
]()",\( 285^{\circ} \),\( 295^{\circ} \),Correct scale but wrong value on protractor reading.,72
2115,905_A,Identify obtuse angles,"Types, Naming and Estimating",This angle is... ![An image of an angle that is larger than 90 degrees but smaller than 180 degrees.](),Obtuse,Acute,Confuses obtuse and acute angles,98
2116,905_C,Identify obtuse angles,"Types, Naming and Estimating",This angle is... ![An image of an angle that is larger than 90 degrees but smaller than 180 degrees.](),Obtuse,Reflex,Does not understand that an obtuse angle is between 90 and 180 degrees,98
2117,905_D,Identify obtuse angles,"Types, Naming and Estimating",This angle is... ![An image of an angle that is larger than 90 degrees but smaller than 180 degrees.](),Obtuse,A right angle,Does not understand that an obtuse angle is between 90 and 180 degrees,98
2118,906_A,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (0,1) (0,3) and (-3,2). The point P is the coordinate (0,3)]()","\( (3,0) \)","\( (0,2) \)",Fails to reflect across mirror line,107
2119,906_C,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (0,1) (0,3) and (-3,2). The point P is the coordinate (0,3)]()","\( (3,0) \)","\( (2,3) \)",Reflects horizontally or vertically instead of across a diagonal line of symmetry,107
2120,906_D,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (0,1) (0,3) and (-3,2). The point P is the coordinate (0,3)]()","\( (3,0) \)","\( (0,1) \)",Reflects horizontally or vertically instead of across a diagonal line of symmetry,107
2121,907_B,For a given output find the input of a function machine,Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""-4"" written inside it and the final rectangle has ""output"" written above it and ""11"" written inside it.]() What is the input of this function machine?",\( 15 \),\( -7 \),Believes subtraction is commutative ,35
2122,907_D,For a given output find the input of a function machine,Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""-4"" written inside it and the final rectangle has ""output"" written above it and ""11"" written inside it.]() What is the input of this function machine?",\( 15 \),\( 44 \),Thinks the inverse of subtraction is multiplication,100
2123,908_B,Given a sketch of a linear graph solve f(x) = 0,Graphical Solution of Simultaneous Equations,"This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",\( x=2.5 \),\( x=0 \),Believes the solution of mx + c = 0 is x =0,77
2124,908_C,Given a sketch of a linear graph solve f(x) = 0,Graphical Solution of Simultaneous Equations,"This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",\( x=2.5 \),\( x=1 \),Believes they solve mx + c = 0 by substituting in x = 0,77
2125,908_D,Given a sketch of a linear graph solve f(x) = 0,Graphical Solution of Simultaneous Equations,"This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",\( x=2.5 \),\( x=-0.4 \),Believes the solution of mx + c = 0 is x = m,77
2126,909_B,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,Inequalities on Number Lines,Which number line represents \( -1 \leq x<3 \) ?,"![Number line with numbers from -5 to 5. Above the -1 is a purple, filled circle and above the 3 is an open, unfilled circle. The two circles are joined by a horizontal line.]()","![Number line with numbers from -5 to 5. Above the -1 is a blue, filled circle with an arrow to the left. Above the 3 is an open, unfilled circle with an arrow to the right.]()",Mixes up greater than and less than symbols,12
2127,909_C,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,Inequalities on Number Lines,Which number line represents \( -1 \leq x<3 \) ?,"![Number line with numbers from -5 to 5. Above the -1 is a purple, filled circle and above the 3 is an open, unfilled circle. The two circles are joined by a horizontal line.]()","![Number line with numbers from -5 to 5. Above the -1 is an open,  unfilled circle and above the 3 is a green, filled circle. The two circles are joined by a horizontal line.]()","When representing an inequality on a numberline, assumes the filled and unfilled circles have the opposite meaning.",12
2128,910_B,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\[
3(p-1)
\]",\( 3 p-3 \),\( 3 p-1 \),Only multiplies the first term in the expansion of a bracket,64
2129,910_C,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\[
3(p-1)
\]",\( 3 p-3 \),\( p-3 \),Only multiplies second term in the expansion of a bracket,64
2130,910_D,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\[
3(p-1)
\]",\( 3 p-3 \),\( 3 p-2 \),"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket.",95
2131,911_B,"For a given algebraic input, find the output of a function machine",Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+2 \),\( 3 m+2 \),Only multiplies second term in the expansion of a bracket,64
2132,911_C,"For a given algebraic input, find the output of a function machine",Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+2 \),\( 6 m+1 \),Only multiplies the first term in the expansion of a bracket,64
2133,911_D,"For a given algebraic input, find the output of a function machine",Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+2 \),\( 6 m+3 \),Adds instead of multiplies,95
2134,912_A,Recognise and use efficient strategies for mental subtraction,Mental Addition and Subtraction,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( -200 \) then \( +1 \),\( +200 \) then \( +1 \),Does not understand the effect of consecutive operations,109
2135,912_C,Recognise and use efficient strategies for mental subtraction,Mental Addition and Subtraction,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( -200 \) then \( +1 \),\( -200 \) then \( -1 \),Does not understand the effect of consecutive operations,109
2136,912_D,Recognise and use efficient strategies for mental subtraction,Mental Addition and Subtraction,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( -200 \) then \( +1 \),\( +200 \) then \( -1 \),Does not understand the effect of consecutive operations,109
2137,913_B,Interpret numbers in a frequency table,Averages and Range from Frequency Table,"\begin{tabular}{|c|c|c|}
\hline TVs & Frequency & TVs \( \times \) Frequency \\
\hline \( 0 \) & \( 3 \) & \( 0 \) \\
\hline \( 1 \) & \( 8 \) & \( 8 \) \\
\hline \( 2 \) & \( 8 \) & \( 16 \) \\
\hline \( 3 \) & \( 4 \) & \( 12 \) \\
\hline \( 4 \) & \( 2 \) & \( 8 \) \\
\hline
\end{tabular} The table shows the numbers of TVs in the households of students in a class.

What does the ""16"" represent?",The total number of TVs in the \( 8 \) households,The mean number of TVs in the \( 8 \) households,Does not understand the interpretation of the fx column in a frequency table,8
2138,913_D,Interpret numbers in a frequency table,Averages and Range from Frequency Table,"\begin{tabular}{|c|c|c|}
\hline TVs & Frequency & TVs \( \times \) Frequency \\
\hline \( 0 \) & \( 3 \) & \( 0 \) \\
\hline \( 1 \) & \( 8 \) & \( 8 \) \\
\hline \( 2 \) & \( 8 \) & \( 16 \) \\
\hline \( 3 \) & \( 4 \) & \( 12 \) \\
\hline \( 4 \) & \( 2 \) & \( 8 \) \\
\hline
\end{tabular} The table shows the numbers of TVs in the households of students in a class.

What does the ""16"" represent?",The total number of TVs in the \( 8 \) households,The total number of TVs in the \( 2 \) households,Confuses the variable and frequency columns in a frequency table,75
2139,914_A,Identify a diameter,Parts of a Circle,"The straight line shown in this diagram is a ....? ![A circle with a line across from edge to edge, passing through the centre]()",Diameter,Radius,Confuses diameter and radius,58
2140,914_B,Identify a diameter,Parts of a Circle,"The straight line shown in this diagram is a ....? ![A circle with a line across from edge to edge, passing through the centre]()",Diameter,Arc,Confuses arc and diameter,58
2141,914_D,Identify a diameter,Parts of a Circle,"The straight line shown in this diagram is a ....? ![A circle with a line across from edge to edge, passing through the centre]()",Diameter,Circumference,Confuses circumference and diameter,58
2142,915_B,Express pictorial representations of objects as a ratio,Pie Chart,"What is the ratio of tables to chairs? ![tables
chairs]()",\( 3: 1 \),\( 3: 4 \),"When writing ratio from diagram, writes total as one side",81
2143,915_C,Express pictorial representations of objects as a ratio,Pie Chart,"What is the ratio of tables to chairs? ![tables
chairs]()",\( 3: 1 \),\( \frac{3}{4} \),"When writing fraction from diagram, writes total as denominator",11
2144,915_D,Express pictorial representations of objects as a ratio,Pie Chart,"What is the ratio of tables to chairs? ![tables
chairs]()",\( 3: 1 \),\( \frac{270}{360} \),"When writing fraction from diagram, writes total as denominator",11
2145,916_C,Round numbers greater than 1 to one significant figure,Rounding to Decimal Places,"Jo and Paul are arguing about rounding.

Jo says \( \mathbf{9 9 . 9 6} \) rounded to \( 1 \) significant figure is \( \mathbf{1 0 0} \)

Paul says \( \mathbf{9 9 . 9 6} \) rounded to \( 1 \) decimal place is \( \mathbf{1 0 0} \)
Who is correct?",Only Jo,Both Jo and Paul,"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer.",36
2146,917_A,Rearrange formulae to change the subject where the subject appears once and three or more steps are needed,Rearranging Formula and Equations,"Tom and Katie are discussing rearranging \( t=\sqrt{u+9} \) to make \( u \) the subject
Tom says a correct first line of working could be: \( t=\sqrt{u}+3 \)
Katie says a correct first line of working could be: \( t^{2}=u+9 \)
Who is correct?",Only Katie,Only Tom,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression",64
2147,917_C,Rearrange formulae to change the subject where the subject appears once and three or more steps are needed,Rearranging Formula and Equations,"Tom and Katie are discussing rearranging \( t=\sqrt{u+9} \) to make \( u \) the subject
Tom says a correct first line of working could be: \( t=\sqrt{u}+3 \)
Katie says a correct first line of working could be: \( t^{2}=u+9 \)
Who is correct?",Only Katie,Both Tom and Katie,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression",64
2148,918_A,Divide a decimal by an integer,Multiplying and Dividing with Decimals,\( 0.5 \div 2= \),\( 0.25 \),\( 0.3 \),Subtracts instead of divides,112
2149,918_B,Divide a decimal by an integer,Multiplying and Dividing with Decimals,\( 0.5 \div 2= \),\( 0.25 \),\( 0.025 \),"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal.",90
2150,918_C,Divide a decimal by an integer,Multiplying and Dividing with Decimals,\( 0.5 \div 2= \),\( 0.25 \),\( 1 \),Multiplies rather than divides,27
2151,919_A,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\[y=3 x^{2}\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 0.27 \),\( 0.81 \),Carries out operations from left to right regardless of priority order,109
2152,919_C,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\[y=3 x^{2}\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 0.27 \),\( 1.8 \),Mixes up squaring and multiplying by 2 or doubling,113
2153,919_D,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\[y=3 x^{2}\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 0.27 \),\( 2.7 \),"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal",106
2154,920_A,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"Round this number to \( 1 \) significant figure:
\( 95365 \)",\( 100000 \),\( 10000 \),"When rounding up from a 9, does not add one on to the digit to the left",102
2155,920_B,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"Round this number to \( 1 \) significant figure:
\( 95365 \)",\( 100000 \),\( 90000 \),Rounds down instead of up,102
2156,921_B,Round numbers to three or more decimal places,Rounding to Decimal Places,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.153 \),\( 20.15 \),Rounds to the wrong degree of accuracy (rounds too much),102
2157,921_C,Round numbers to three or more decimal places,Rounding to Decimal Places,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.153 \),\( 20.154 \),Rounds up instead of down,102
2158,921_D,Round numbers to three or more decimal places,Rounding to Decimal Places,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.153 \),\( 20.253 \),Rounds incorrectly by changing multiple place values,102
2159,922_A,Convert between cm³ and mm³,Volume and Capacity Units,\( 1 \mathrm{~cm}^{3} \) is the same as _______ \( \mathrm{mm}^{3} \),\( 1000 \),\( 10 \),Does not cube the conversion factor when converting cubed units,31
2160,922_B,Convert between cm³ and mm³,Volume and Capacity Units,\( 1 \mathrm{~cm}^{3} \) is the same as _______ \( \mathrm{mm}^{3} \),\( 1000 \),\( 100 \),Does not cube the conversion factor when converting cubed units,31
2161,923_A,Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m](),\( 0.064 \mathrm{~m}^{2} \),\( 0.64 \mathrm{~m}^{2} \),"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal",106
2162,923_B,Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m](),\( 0.064 \mathrm{~m}^{2} \),\( 1.12 \mathrm{~m}^{2} \),Calculates perimeter when asked for area,108
