,MisconceptionId,MisconceptionName,Cluster
1386,1386,Confuses the method for finding the gradient and length of a line segment,28
1387,1387,Does not understand the effect of consecutive subtractions,35
1388,1388,Does not understand the term quadratic,104
1389,1389,Mistakes lines as parallel,7
1390,1390,Believes having the gradient and y-intercept is not enough information to write an equation for a straight line,28
1391,1391,Does not know how to find the y intercept when given two other sets of coordinates that lie on a straight line,77
1392,1392,Does not include brackets when required,64
1393,1393,Does not know that a single letter labels a vertex,110
1394,1394,Identifies the first term rather than the next term in a sequence,80
1395,1395,"When calculating volume expressed in cubes, counts the visible cubes only",62
1396,1396,Finds a percentage when asked for a fraction,11
1397,1397,Believes point will move diagonally when reflecting in a horizontal or vertical line,107
1398,1398,Divided by 100 rather than 1000,90
1399,1399,Fails to identify any rotational symmetry ,83
1400,1400,Believes dividing a negative by a negative gives a negative answer,59
1401,1401,Believes the sin graph relates to the cos function,46
1402,1402,Rounds down instead of up when next digit is 5,102
1403,1403,"When two digits multiply to 10 or more during a multiplication problem, does not add carried value to the preceding digit",106
1404,1404,"Believes that when multiplying an integer by a decimal greater than 1, you multiply by the integer component of the decimal but add on the decimal component multiplied by 10.",106
1405,1405,Cannot accurately estimate capacity,26
1406,1406,Does not recognise that interior and exterior angles are supplementary,63
1407,1407,Confuses histograms with bar charts,17
1408,1408,Does not realise that adding a larger number gives a larger answer,35
1409,1409,Confuses 'and' with 'or' in probability,84
1410,1410,Believes to find the next traingle number you add the previous two numbers together i.e. Fibonacci,49
1411,1411,Describes term to term rules using position to term rules,80
1412,1412,Believes y=f(-x) is a reflection in y=x,88
1413,1413,Assumes the negative sign in a power has no meaning,99
1414,1414,Believes instant change of velocity is possible. ,72
1415,1415,Assumes every dash on a scale represents an increase of 1,72
1416,1416,Adds instead of multiplies,95
1417,1417,When solving an equation forgets to eliminate the coefficient in front of the variable in the last step,52
1418,1418,"When the dividend is a mixed number and the divisor is an integer, thinks they only perform the calculation with the integers.",27
1419,1419,Believes any lines that cross are perpendicular,15
1420,1420,"Believes that when eliminating a variable, regardless of the signs of the terms with matching coefficients, we subtract the equations",53
1421,1421,"When factorising into double brackets, finds the sum of two values which give the non variable term in the expression rather than the product",1
1422,1422,Does not recognise km as a unit of length ,21
1423,1423,Struggles to estimate 3D volume,62
1424,1424,Thinks numbers greater than 1 cannot be converted into fractions,91
1425,1425,Believes two lines of the same length are parallel,66
1426,1426,Thinks rule for calculating interior angles only applies to regular polygons,44
1427,1427,Believes cube numbers are just multiples of 3,68
1428,1428,"Does not understand the meaning of ""value""",9
1429,1429,Believes equivalent fractions are formed with addition not multiplication,91
1430,1430,Does not recognise that the intersection of a Venn diagram represents those belonging to both sets,86
1431,1431,"Believes you add the whole to the numerators, ignoring denominators, when adding a mixed number to a proper fraction with the same denominator.",23
1432,1432,"When factorising into double brackets, believes the sum of the two values in the brackets equals bx rather than b",1
1433,1433,"When factorising into single brackets, only factors out the numerical values and forgets to factorise possible variables",87
1434,1434,Believes any adjacent angles sum to 180 degrees,70
1435,1435,When subtracting from a negative thinks the answer must be positive,99
1436,1436,Confuses cubic and exponential graphs,37
1437,1437,Assumes the fractional index denotes the root and power the other way around,19
1438,1438,Believes division of surds always results in an integer,50
1439,1439,"When solving simultaneous equations, assumes every variable has equal value.",53
1440,1440,Believes 180 degrees is an obtuse angle,98
1441,1441,"Thinks decimal place value works the same as integer place value, ones will follow tenths",85
1442,1442,Think cross section of a prism is the biggest face,10
1443,1443,"Thinks that when raising a variable with a coefficient to a power, only the coefficient is affected by the power",18
1444,1444,Does not understand that the negative outside the bracket means answer will be negative,99
1445,1445,Believes you find the angle for a pie chart sector by doing its frequency multiplied by total frequency,74
1446,1446,"When calculating perimeter, only adds two sides",48
1447,1447,Writes the remainder as the digit after the decimal point,36
1448,1448,Believes the solutions of a quadratic equation are the negative of the absolute values of the constants in the factorised form,22
1449,1449,Believes rounding numbers down would give an overestimate,26
1450,1450,Does not understand how to apply sohcahtoa,63
1451,1451,Assumes that the square root is the only type of root,47
1452,1452,"When converting ratio to fractions, puts the other side of the ratio as the denominator rather than the total",25
1453,1453,"Subtracts from left to right, ignoring the word ‘from’",35
1454,1454,Believes they can eliminate a variable without making the coefficients the same in simultaneous equations,53
1455,1455,Calculates circumference when asked for area,58
1456,1456,Believes linear graphs can be curved,37
1457,1457,Does not understand the interpretation of the fx column in a frequency table,8
1458,1458,Believes 0 multiplied by a number gives the number,6
1459,1459,Does not recognise that a surd will simplify to a whole number and not longer be a surd if the number under the surd is a square number,50
1460,1460,Identifies second decimal place value when asked for the second significant figure,85
1461,1461,Believes parallel lines have gradients that multiply to give -1,16
1462,1462,Believes height represents frequency on a histogram,75
1463,1463,"When adding fractions, adds the numerators and multiplies the denominators",55
1464,1464,"When solving simultaneous equations graphically, they think the solutions are the y-intercepts",77
1465,1465,Uses outcome as numerator in probability ,84
1466,1466,Thinks there are 100kg in a ton,3
1467,1467,Believes the power button writes a fraction,18
1468,1468,Orders integers based on first digits without taking into account place value,57
1469,1469,Does not recognise when simplifying a fraction may be helpful,91
1470,1470,"Does not know the meaning of the word ""product""",24
1471,1471,Mixes up colder and hotter when comparing temperatures,57
1472,1472,"Believes that they can reverse a percentage decrease by dividing by the decimal multiplier of the percentage itself, not the multiplier for the percentage decrease.",20
1473,1473,Believes adding two numbers finds their lowest common multiple,56
1474,1474,Forgets to add on the starting value when identifying a position on a number line,72
1475,1475,Believes y=f(-x) is reflection in the x-axis,88
1476,1476,Thinks 1 square metre = 1000 square centimetres,54
1477,1477,"When using a scale factor greater than 1, thinks you multiply by the scale factor to go from the larger to the smaller shape.",34
1478,1478,"When expressing one quantity (x) as a fraction of another (y), believes the answer is 1/x.",19
1479,1479,Thinks you multiply by the numerator and add the denominator when converting a mixed number to an improper fraction,23
1480,1480,Does not recognise the notation for parallel sides,66
1481,1481,"When describing a translation, miscounts when crossing an axis",0
1482,1482,Believes you only need to multiply the integer by the integer in a integer x decimal calculation,106
1483,1483,Believes vertically opposite angles sum to 90 degrees,70
1484,1484,Thinks 1l = 10 000 cubic centimetres,31
1485,1485,"When given an error interval for a decimal that ends in a zero, thinks you give the error interval as if the zero was not present (e.g. 1dp rather than 2dp)",36
1486,1486,"When using the capture-recapture method for sampling, believes you subtract the number marked second from the number caught second to find the best estimate of population size",60
1487,1487,Believes you can square root a negative number,47
1488,1488,Confuses negative and positive coordinates when working with graphs in four quadrants,71
1489,1489,"Believes an outlier is the smallest value in a data set, even if this value is close to the mean",67
1490,1490,Writes fraction rather than fraction of amount,11
1491,1491,Thinks there are 100kg in a tonne,3
1492,1492,Believes the whole and remainder are the other way when changing an improper fraction to a mixed number,23
1493,1493,Thinks the positive and negative terms in a sequence will have the same absolute values,99
1494,1494,Believes 0 is not a real solution to an equation,47
1495,1495,Thinks the fraction 1/n can express sharing any number of items between n people,11
1496,1496,Ignores grouping within a fraction and carries out the division first,64
1497,1497,Thinks the plan view is taken from an angle to include aspects of the side view,82
1498,1498,"Does not understand that a scale factor of enlargement greater than -1, will create a larger image on the other side of the centre of enlargement from the original",34
1499,1499,"Believes that in y = mx+c, c is the gradient",28
1500,1500,"When calculating a scale factor, thinks the division is the other way around.",34
1501,1501,Multiplied the base numbers,18
1502,1502,"When calculating the group width of a group from a grouped frequency table, believes this is found by midpoint multiplied by frequency",8
1503,1503,"When drawing a histogram, thinks you plot group midpoint on the horizontal axis",94
1504,1504,"When multiplying surds, adds the numbers under the roots",50
1505,1505,Thinks co-interior angles are equal,66
1506,1506,Believes transforming some terms in simultaneous equations is sufficient,53
1507,1507,Carries out operations from left to right regardless of priority order,109
1508,1508,Assumes the item has not been replaced in a probability question where it has actually been replaced,84
1509,1509,Does not realise that all regular shapes of a certain type will be similar,69
1510,1510,Believes subtraction is commutative ,35
1511,1511,Does not understand that the probability of something not happening is 1 minus the probability of it happening,84
1512,1512,"When sketching graphs of factorised quadratics, does not see that the negative of the non variable terms in the brackets give the x intercepts or the roots of the graph.",22
1513,1513,Does not know the meaning of perpendicular,15
1514,1514,Adds instead of subtracts,35
1515,1515,"When asked to take off a fraction of an amount, subtracts the fraction itself",11
1516,1516,Performs addition ahead of any other operation,109
1517,1517,Finds unit amount but doesn't multiply up,38
1518,1518,Mixes up smallest and largest when ordering decimals,57
1519,1519,Assumes that a graph always starts at the origin,39
1520,1520,Does not recognise litres as a unit of volume,21
1521,1521,"Thinks that scale factors, other than one, can leave the dimensions of shapes unchanged",69
1522,1522,Believes the mean is total frequency divided by sum of categories given,29
1523,1523,Does not know how to say a fraction,91
1524,1524,Believes adding b to any integer gives a multiple of b,2
1525,1525,Confuses written 'teen' numbers with their corresponding multiples of 10,90
1526,1526,Believes that they only need to write non-zero digits when giving a number in digits,85
1527,1527,Does not know how to find missing lengths in a composite shape,48
1528,1528,Does not know the meaning of alternate,63
1529,1529,Rounds to the wrong degree of accuracy (significant figures rather than decimal places),102
1530,1530,Believes a steeper downwards line on a graph means a slower decrease,16
1531,1531,Believes you plot frequency rather than cumulative frequency on a cumulative frequency diagram,94
1532,1532,Forgets to include values outside of the Venn diagram when finding the total,86
1533,1533,When adding powers of 10 adds onto the wrong column,32
1534,1534,Thinks that doubling and then doubling again is not the same as multiplying by 4,113
1535,1535,"Believes that when factorising a quadratic, they can choose any two numbers that multiply to give the constant",87
1536,1536,Divides length of original by length of image rather finding length of image divided by length of original to find an enlargement scale factor.,34
1537,1537,"Believes that in completed square form, the x co-ordinate of the turning point has the same sign as the constant in the brackets.",22
1538,1538,Does not take into account the whole amount when using a bar model to find a fraction,92
1539,1539,Does not consider that all three angles in a triangle sum to 180 degrees,49
1540,1540,Does not know how to simplify algebraic fractions,87
1541,1541,Believes reflection in y = -x changes sign of y coordinate only,88
1542,1542,Believes that a fraction means dividing the denominator by the numerator,19
1543,1543,Does not realise that a pair of coordinates can be used to find missing parts of an equation,52
1544,1544,Thinks a variable next to a number means write the digits together,32
1545,1545,Believes you find the surface area of a prism by finding the total area of the unique faces,10
1546,1546,Believes the horizontal axis on a cumulative frequency diagram is labelled upper bound,94
1547,1547,Has forgotten to convert cm to m,54
1548,1548,Thinks that a unit fraction can be simplified further,91
1549,1549,"When asked to multiply fractions, uses the method for adding instead",95
1550,1550,Believes interior angles are outside a shape,44
1551,1551,Does the reciprocal of both fractions when dividing fractions,61
1552,1552,"Believes term to term rule is applied to position number, not previous term",80
1553,1553,Thinks that we can use O as zero for place value in Roman numerals,73
1554,1554,Does not know how to identify common factors from algebraic terms,33
1555,1555,Believes that we cannot calculate the median of a dataset that contains negative numbers,105
1556,1556,Writes digits in the order of the pictorial representation rather than using place value columns,85
1557,1557,Has an incorrect assumption about the definition of a reciprocal,37
1558,1558,Believes dividing a positive by a negative gives a positive answer,59
1559,1559,Believes a downward slope on a speed-time graph shows positive acceleration,16
1560,1560,Mistakes the number of rows for the total frequency in a frequency table,8
1561,1561,Believes the mean is total frequency divided by something,29
1562,1562,"When substituting into an algebraic term, believes they can disregard the coefficient",79
1563,1563,Thinks the order of events does not matter in a question about combined probability with no replacement,84
1564,1564,Does not recognise time as a variable from a worded scenario,97
1565,1565,Miscounts the area of a shape when there are half squares,76
1566,1566,Adds or subtracts from numerator first when solving an equation with a fraction,13
1567,1567,Does not recognise suitable statistical diagrams for comparing results over time,17
1568,1568,Includes the x variable when giving the equation of a horizontal line,107
1569,1569,Uses term-to-term rule as numerical part of nth term rule,41
1570,1570,Does not understand the 3-letter convention for labelling angles,110
1571,1571,When writing standard form does not give the correct power of ten,93
1572,1572,Translates rather than reflects across a line of symmetry,107
1573,1573,When scaling the perimeter multiplies the number of sides by the scale factor,34
1574,1574,Struggles to visualise 2D triangles in a cuboid,30
1575,1575,Includes too many possibilities when calculating a combined event in probability,84
1576,1576,Divides rather than multiplies in a related calculation questions,19
1577,1577,Adds instead of multiplies when using grid method,2
1578,1578,"When dividing a fraction by an integer, subtracts the integer from the denominator",112
1579,1579,Does not realise that in standard form the decimal we use must be between 1 and 10,93
1580,1580,"When drawing a cumulative frequency diagram, thinks you plot the frequency on the horizontal axis",94
1581,1581,Thinks that two side views are interchangeable,82
1582,1582,Thinks terms in linear sequence are in direct proportion,80
1583,1583,Does not recognise the origin as the starting point for coordinates,71
1584,1584,Believes if a point is reflected in the line y=b then the y coordinate of the point will become 'b',77
1585,1585,Believes distance = speed/time,45
1586,1586,"When asked to read a value from a graph, thinks they give the corresponding value on the other axis, rather than reading from the graph",71
1587,1587,when reading a dash on a number line counts 1 dash too few when working out the divisions,72
1588,1588,Thinks only angles on parallel lines can be alternate,7
1589,1589,Thinks the division sign means to subtract,112
1590,1590,Believes any two inequalities can be combined into a double inequality,12
1591,1591,"Rounds to the nearest hundredth, rather than one significant figure",102
1592,1592,Thinks the number of items give the number of different possible arrangements rather than using the product rule for counting,14
1593,1593,"When simplifying an algebraic fraction, only looks for number factors",87
1594,1594,Believes the proportion for a pie chart sector is equal to the frequency,74
1595,1595,Believes the first multiple of a is 2a,41
1596,1596,Has found the total as a percentage of the amount being asked,101
1597,1597,Believes multiplying two negatives gives a negative answer,99
1598,1598,Believes the solution to an equation with matching coefficients of variables on both sides will always be 0,53
1599,1599,Adds rather than divides when answering worded problems,97
1600,1600,Thinks a lower average means the data is more consistent,67
1601,1601,Does not understand that you can have percentages greater than 100%,101
1602,1602,Believes the sum of change in x and change in y gives the distance between points,89
1603,1603,Confuses displacement-time graphs with velocity-time graphs,16
1604,1604,Thinks there are 10 centimetres in 1 mm.,54
1605,1605,"When rounding up from a 9, does not add one on to the digit to the left",102
1606,1606,Believes the coefficent of x in an expanded quadratic comes from multiplying the two numbers in the brackets,1
1607,1607,Believes the gradient of perpendicular lines just have opposite signs,16
1608,1608,Believes parts of a 3D diagram that look straight class as edges,10
1609,1609,Believes the decimal point button writes a fraction,19
1610,1610,Misunderstands the concept of common factors in algebra,33
1611,1611,Does not understand that coordinates can be decimals,71
1612,1612,Confuses the shaded and unshaded regions on an inequality diagram,17
1613,1613,Believes constructing a triangle with given SAS requires a compass,49
1614,1614,Believes factors of algebraic terms/expressions will only be numbers,33
1615,1615,Does not know the symbol for proportionality ,25
1616,1616,Fails to consider all possible outcomes,14
1617,1617,Believes a reciprocal equation will have a linear graph,37
1618,1618,Mixes up cubing and multiplying by 3,68
1619,1619,"When dividing a decimal by a whole number, ignores decimal point and just divides the digits",36
1620,1620,Believes zero cannot be raised to a power,18
1621,1621,"When dividing a fraction by an integer, multiplies both the numerator and denominator by the integer",61
1622,1622,Divides by 1000 instead of 100 when converting a percentage to a decimal,20
1623,1623,"When asked for the mean of a list of data, does not count any zeros in the data when working out what to divide by",29
1624,1624,Multiplies the number of whole units by the numerator when converting from a mixed number to an improper fraction,23
1625,1625,Uses difference as index instead of coefficient in nth term rule,41
1626,1626,Has partitioned the digits when doing long multiplication,85
1627,1627,Believes ratios can be combined without equalizing common terms,81
1628,1628,"When multiplying involving a multiple of 10, gives an answer 10 times smaller than it should be",106
1629,1629,writes the remainder as the divisor divided by 10,27
1630,1630,Does not realize we can simplify a term that involves powers,18
1631,1631,When asked for a specific term in a sequence gives the term after,103
1632,1632,"Believes a decimal with one significant figure is a multiple of 10 when converted to a percentage, regardless of place value",20
1633,1633,When asked to rotate by 180 degrees rotates by 90 degrees,83
1634,1634,"When performing mental multiplication, multiplies accurately by a multiple of 10 but then does not know how to adjust their answer ",90
1635,1635,Believes gradient is the difference between the change in x and the change in y,28
1636,1636,Believes nth term rule can be given in words,41
1637,1637,Has used the decimal point to separate numerator and denominator,19
1638,1638,Counts repeated factors as two separate factors,33
1639,1639,Believes adding two negatives gives a positive answer,99
1640,1640,Believes the centre of rotation is always the origin,39
1641,1641,"When collecting like terms, only simplifies when there is an addition",79
1642,1642,"When adding roots, adds the numbers under the roots",2
1643,1643,"Believes that when increasing by a percentage over 100, they do not need to add an extra 1 to the decimal multiplier for the original amount",20
1644,1644,Confuses collecting like terms with multiplication,79
1645,1645,Thinks there are 10ml in a litre,31
1646,1646,"In ratio question where one side of ratio is given, uses that as one part in ratio without dividing",81
1647,1647,Believes that numbers are read aloud digit by digit ,85
1648,1648,Believes dividing two positives will give a negative answer,59
1649,1649,Believes that all recurring decimals can be converted to a fraction by writing the digits of the decimal over 9,36
1650,1650,Only includes full hours when measuring time in minutes,43
1651,1651,Multiplies when converting to a larger unit,38
1652,1652,Thinks there are 100mm in a centimetre,54
1653,1653,Misunderstands how to adjust proportions for different sample sizes in stratified sampling,81
1654,1654,Believes y=f(-x) is a reflection in y=-x,88
1655,1655,"When adding fractions, changes to common denominator but leaves numerators the same",55
1656,1656,Believes that one point is enough to specify a line,107
1657,1657,Doubles the diameter when finding the radius,58
1658,1658,Does not link Pythagoras Theorem to finding distance between two points,4
1659,1659,Finds one part of a ratio but doesn't multiply that by the number of parts needed,25
1660,1660,"When using inequality notation, thinks ""greater than/less than or equal to"" symbols are instead the ""greater than/less than"" symbols and vice versa",12
1661,1661,Confuses circumference and diameter,58
1662,1662,Does not know the y intercept is where the x coordinate is 0,77
1663,1663,Thinks halving is the same as multiplying by 2,113
1664,1664,Mixes up squaring and halving,113
1665,1665,Believes when frequencies multiply by a scale factor in a table the median also multiplies by that scale factor,105
1666,1666,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket",87
1667,1667,When comparing unit fractions believes that fractions with larger denominators are greater in size.,57
1668,1668,Calculates area when asked for perimeter,108
1669,1669,"In 3 letter angle notation, gives a wider angle that contains the shaded angle",110
1670,1670,Does not realise that multiplication can be broken down into factors,24
1671,1671,Does not know how to find area by counting squares on a grid,76
1672,1672,"Confuses the order of operations, believes addition comes before multiplication ",109
1673,1673,Multiplied by 1000 instead of 100,90
1674,1674,Believes distance is the area under the graph on a displacement time graph,45
1675,1675,Changes wrong place value column when rounding,102
1676,1676,"When adding or subtracting surds, does not simplify the surd before adding the numbers in front of the surd",50
1677,1677,"Thinks the range is just the first value subtracted from the last value, without ordering",67
1678,1678,Confuses perimeter and area,108
1679,1679,Uses addition instead of the associative property of multiplication,2
1680,1680,Does not realize we can omit the multiplication symbol in algebraic expressions,24
1681,1681,Assumes grouped data is evenly distributed within each group,8
1682,1682,Confuses inequality symbols with equality,12
1683,1683,Thinks the length of the hypotenuse is the sum of the two shorter sides,4
1684,1684,"When finding the difference between two marks on a scale, counts lines instead of gaps",89
1685,1685,Confuses angle of a sector with the diameter,58
1686,1686,Confuses diameter and radius,58
1687,1687,Gives one fewer order of rotational symmetry than there is,83
1688,1688,Believes a line showing a constant rate of increase corresponds to a non-prism shape,10
1689,1689,Believes the largest number in a set of numbers is always their lowest common multiple,56
1690,1690,Assumes an addition pyramid works in a different way to how it actually does,2
1691,1691,Believes the solution of mx + c = 0 is x =0,77
1692,1692,Mixes up total and part when forming expressions from worded problems,97
1693,1693,"Does not know the meaning of common, eg. common factor",56
1694,1694,Believes that a discriminant of 0 means there are no real solutions,22
1695,1695,Thinks you add all the bricks in a row in an addition pyramid.,2
1696,1696,Heads towards zero when subtracting from a negative,78
1697,1697,Does not understand the link between the sign of the root and the sign in the bracket,22
1698,1698,Uses the whole base rather than half the base when forming a right angled triangle from an equilateral triangle,4
1699,1699,Thinks there are 60 degrees in a full turn,3
1700,1700,Believes you need to know the value of all algebraic variables before any general conclusions can be made,52
1701,1701,Believes the solutions of a quadratic equation are the absolute values of the constants in the factorised form,22
1702,1702,Does not know the 9 timestable,5
1703,1703,When using a 180 degree protractor to measure reflex angles gives the value of the acute or obtuse angle that is a complement to 360,98
1704,1704,Believes gradient = change in x/change in y,28
1705,1705,Rounds to the nearest integer when estimating,26
1706,1706,"When calculating perimeter, only adds the marked lengths",48
1707,1707,Misinterprets the meaning of angles on a straight line angle fact,98
1708,1708,Does not understand place value within a number,85
1709,1709,Believes a factor pair doesn't have to be 2 integers,33
1710,1710,"When finding a percentage of an amount, assumes they divide the percentage by 10, but not the amount, before multiplying",101
1711,1711,Is not familiar with the names of the different parts of a fraction,91
1712,1712,"Includes all faces when finding surface area of a compound shape, including those which are stuck together",76
1713,1713,Believes inverse function notation means multiplying by negative 1,100
1714,1714,"When completing the square, believes the constant in the bracket is the square root of the coefficient of x",40
1715,1715,Converts a fraction to a decimal by using only the numerator after the decimal point,19
1716,1716,Goes the wrong direction in the sequence when identifying term-to-term rule,80
1717,1717,Swaps the dividend and divisor in order to get an integer answer,27
1718,1718,Thinks there are 100 seconds in an hour,43
1719,1719,Believes a rhombus has one pair of equal sides,66
1720,1720,Identifies the term-to-term rule rather than the next term,80
1721,1721,Does not recall the steps required to draw an angle,63
1722,1722,Believes a subtraction cannot be partitioned into separate subtractions,35
1723,1723,Assumes all journeys of the same distance take the same amount of time,43
1724,1724,"When completing the square, believes that a is always half the x-coefficient. ",40
1725,1725,"Does not recognise inches ("") as a unit of length",21
1726,1726,Believes there is more than one line which passes through a given pair of points,107
1727,1727,Rounds the wrong way when interpreting a real-life context,102
1728,1728,"When solving a pair of simultaneous equations, thinks they need to make the coefficients of both variables the same",53
1729,1729,"When solving simultaneous equations, finds the correct numbers to transform the equations, but uses them the wrong way around.",53
1730,1730,"When adding decimals with a different number of decimal places, lines up the digits incorrectly",32
1731,1731,Makes an assumption about the squares on a scale representing either 1 or 10,72
1732,1732,Thinks a factor tree splits a number into a pair of numbers that sum to the given number.,33
1733,1733,Confuses tangent and chord,7
1734,1734,Thinks that we can remove a division symbol and just write the variables next to each other,112
1735,1735,Does not realise a quadratic must be in the form ax^2+bx+c=0 to find the values for the quadratic formula,104
1736,1736,Believes clock times can be written with a decimal point rather than a colon,43
1737,1737,Only looks at the difference between one pair of terms when discerning the pattern,80
1738,1738,Uses sin when cos is required,46
1739,1739,Does not understand changing decimals to fractions,36
1740,1740,Does not recognise the properties of a kite,63
1741,1741,Confuses diameter and chord,58
1742,1742,Adds or subtracts the degree of accuracy from the original number,102
1743,1743,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c,28
1744,1744,Rounded to nearest 100 instead of 1sf,102
1745,1745,Believes a quadratic graph can be a straight line,37
1746,1746,Does not know the term 'diameter',58
1747,1747,"When using the capture-recapture method of sampling, believes you multiply the number caught second by the number marked second to get the best estimate of population size",60
1748,1748,"Believes that when a shape touches the mirror line, all of its vertices will stay the same when reflected",107
1749,1749,"When dividing fractions, does the reciprocal of both fractions",61
1750,1750,"Adds ""100"" to end of written value rather than multiplying by 100",20
1751,1751,Does not realise we can borrow from the preceding digit in a subtraction problem,35
1752,1752,Believes the arrows for parallel lines mean equal length,66
1753,1753,Believes a direct proportion graph can have a negative gradient,65
1754,1754,Thinks two-tailed inequalities can have a constant in the middle,12
1755,1755,Incorrectly factorises a quadratic,87
1756,1756,Thinks you need to just remove the percentage sign to convert from a percentage to a decimal,20
1757,1757,Lists outcomes rather than counts how many outcomes,14
1758,1758,Can not recognise all factor pairs of numbers,33
1759,1759,Assumes decimal point can be ignored when given a decimal percentage to convert to a fraction,20
1760,1760,"Reads the position of a number from the space between the line marked, rather than the line marked",72
1761,1761,Does not understand what each part of a bar model represents as a fraction,92
1762,1762,"Thinks that when drawing the plan view, the top layer of the shape needs to be drawn in the row above ",82
1763,1763,Confuses arc and diameter,58
1764,1764,Estimated when not appropriate,26
1765,1765,"Does not understand how to answer generalised statements (eg. by testing values to check for always, sometimes, never)",14
1766,1766,Thinks x^2 - a^2x is a valid form of difference of two squares,40
1767,1767,Does not realise that a pictogram needs a title or question,17
1768,1768,Believes the y-intercept of a line is the solution to its equation,77
1769,1769,Does not know how to read information off a pie chart,74
1770,1770,Believes the proportion for a pie chart sector is 1 divided by the number of degrees,74
1771,1771,Believes the solution of a quadratic inequality is always the interval between the roots,12
1772,1772,Believes a reciprocal graph comes from a cubic equation,37
1773,1773,Adds rather than subtracts when answering worded problems,97
1774,1774,"When multiplying a surd by an integer to write as one surd, squares the number under the surd rather than the number in front",50
1775,1775,Stops iteration too early when solving equations,52
1776,1776,Believes they solve mx + c = 0 by substituting in x = 0,77
1777,1777,Confuses the graph of 1/x with 1/x² when both are shown,113
1778,1778,Believes you subtract the number marked second from the estimated population to find the number marked first when using the capture-recapture method,60
1779,1779,Does not recognise that a shape translated would not change orientation,83
1780,1780,Thinks all dimensions given must be used when calculating the area,108
1781,1781,Does not think we can have negative powers in standard form,93
1782,1782,Does not recognise miles as a unit of length,21
1783,1783,Confuses pyramid with prism,10
1784,1784,Believes a horizontal line can show a constant rate of change,28
1785,1785,Added the base numbers,18
1786,1786,Converts a fraction to a percentage by writing the numerator followed by the denominator,11
1787,1787,"When talking about money ""taken"" in a retail context, thinks that means take-away rather than add",97
1788,1788,Uses slant heights instead of parallel sides to find area of a trapezium,96
1789,1789,Thinks the elevation is taken from an angle to include aspects of the other side,82
1790,1790,Does not know the correct notation for labelling a side length,48
1791,1791,Does not know that vertically opposite angles are equal,63
1792,1792,Has multiplied the base number and the power,18
1793,1793,Does not count end number when counting,5
1794,1794,Does not recognise that choosing 2 items at once means the first item does not get replaced in a probability question,84
1795,1795,"Believes you subtract the smaller digit from the larger digit in column subtraction, regardless of position",35
1796,1796,Thinks a positive x value in a column vector means to move left rather than right,0
1797,1797,Assumes the range of a set of data starts at zero,67
1798,1798,Believes 1 is a prime number,33
1799,1799,"When converting fraction to ratio, thinks you just use the numerator and denominator as the numbers in the ratio ",25
1800,1800,Believes multiplying two positives gives a negative answer,99
1801,1801,Believes they always divide by the conversion factor when converting units,65
1802,1802,Adds instead of subtracts when finding the area of part of a shape,76
1803,1803,Believes they can divide by a variable without checking whether it could equal zero,52
1804,1804,"When dividing fractions, multiplies the numerators and multiplies the denominators",61
1805,1805,Does not realise that subtracting a negative is the same as adding it's additive inverse,78
1806,1806,Only recognises the negative form of a quadratic graph,104
1807,1807,"When multiplying mixed numbers, forgets to multiply the fraction",23
1808,1808,does not realise that the product of prime factors will also be a factor of the original number ,33
1809,1809,Rounds too little when estimating,26
1810,1810,Thinks x = 1 at the x axis,39
1811,1811,Believes that the compensation strategy for the multiplication of 2 numbers can only be used one way round.,24
1812,1812,"When multiplying fractions, adds the denominators and multiplies the numerators",95
1813,1813,Estimates the length of diagonal lines rather than working out based on horizontal and vertical measurements,71
1814,1814,Confusion over whether multiplication or division is the correct way to solve the problem.,27
1815,1815,"When given the perimeter of a regular polygon, subtracts instead of divides to find each side length",48
1816,1816,"Believes the probability on all branches travelling in the same direction on a tree diagram are the same, despite changing events",84
1817,1817,Rounds every number down when estimating,26
1818,1818,Thinks you can find missing values in a given table by treating the row as linear and adding on the difference between the first two values given.,41
1819,1819,Confuses order of sides in a trigonometric ratio,46
1820,1820,"Uses the denominator when converting from fractions to ratio, rather than numerator.",25
1821,1821,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is the second difference",104
1822,1822,Thinks they multiply the numerator and denominator together to convert a fraction to a percentage ,11
1823,1823,"When there are two modes, finds the mean of these values and gives that as the mode",111
1824,1824,Counts the starting number when counting backwards,35
1825,1825,Does not fully simplify fraction,91
1826,1826,Believes the solution of a quadratic is its turning point,22
1827,1827,Believes the upper bound of an interval in a grouped frequency table is equivalent to the group width of the interval,8
1828,1828,Does not understand inequality notation,12
1829,1829,Believes they must change the direction of the inequality when dividing through by a positive number.,12
1830,1830,Thinks area of a circle = radius x pi ,45
1831,1831,Does not know the properties of a cylinder,63
1832,1832,Confuses linear and reciprocal graphs,37
1833,1833,"When drawing a histogram, thinks you plot frequency on the horizontal axis",94
1834,1834,Confuses an equation with an expression,42
1835,1835,When finding the area of a parallelogram finds base x perpendicular height but divides the answer by 2 ,108
1836,1836,Believes lines of symmetry must be vertical or horizontal,107
1837,1837,Names one of the faces of a 3D shape rather than the 3D shape name,10
1838,1838,"Confuses the roles of initial capture, recapture, and total population in the capture-recapture method",60
